Suburb,State,Postcode,Lat,Lng,Bounds_N,Bounds_E,Bounds_S,Bounds_W,Is Regional
Bridgewater North,VIC,3516,-36.6251143,144.0194472,-36.5095689,144.150792,-36.7202278,143.883077,True
Bridgewater on Loddon,VIC,3516,-36.6251143,144.0194472,-36.5095689,144.150792,-36.7202278,143.883077,True
Bright,VIC,3741,-36.882628,147.0562333,-36.628243,147.2780967,-37.1825209,146.92749,True
Brighton,VIC,3186,-37.9044002,144.9997396,-37.8832734,145.0086799,-37.9327881,144.980034,False
Brighton East,VIC,3187,-37.9179439,145.0190242,-37.8998206,145.0343927,-37.9330271,145.00449,False
Brighton North,VIC,3186,-37.9044002,144.9997396,-37.8832734,145.0086799,-37.9327881,144.980034,False
Brim,VIC,3391,-36.0562538,142.4252353,-36.0229839,142.6043746,-36.1206208,142.283283,True
Brimin,VIC,3685,-36.0564816,146.4495924,-35.957559,146.6682867,-36.1363126,146.1749674,True
Bringalbert,VIC,3319,-36.8910613,141.0540674,-36.7792809,141.2569682,-37.0784274,140.9690072,True
Bringenbrong,VIC,3707,-36.4104992,147.9162555,-36.0458384,148.2206572,-36.7858221,147.6508824,True
Broadford,VIC,3658,-37.2372916,145.093449,-37.0821622,145.340692,-37.4725994,144.9766988,True
Broadmeadows,VIC,3047,-37.6763574,144.9336544,-37.6630949,144.9570019,-37.6946801,144.9026398,False
Bromley,VIC,3472,-36.8747643,143.6068646,-36.6641109,143.944601,-36.9696812,143.5401991,True
Brookfield,VIC,3338,-37.7810237,144.5437205,-37.6856667,144.6210008,-37.840816,144.4755394,False
Brooklyn,VIC,3012,-37.8146251,144.8456217,-37.7720912,144.886621,-37.8260106,144.8208306,False
Brookville,VIC,3896,-37.1819263,147.7799935,-37.0306836,148.0264436,-37.411434,147.5256879,True
Broomfield,VIC,3364,-37.3708363,143.9541563,-37.0333099,144.1293449,-37.5060261,143.727369,True
Browns Plains,VIC,3685,-36.0564816,146.4495924,-35.957559,146.6682867,-36.1363126,146.1749674,True
Bruarong,VIC,3749,-36.3378001,146.8536008,-36.2413208,146.9578904,-36.4537633,146.789048,True
Brumby,VIC,3885,-37.2938907,148.2804541,-36.8194932,148.5246194,-37.7936879,147.7632228,True
Brunswick,VIC,3056,-37.7666099,144.9584302,-37.7542309,144.9769831,-37.7791527,144.9487269,False
Brunswick East,VIC,3057,-37.769412,144.9804594,-37.7569211,144.9868493,-37.7800735,144.9701549,False
Brunswick South,VIC,3055,-37.761,144.9419122,-37.751073,144.9538601,-37.7767683,144.9267195,False
Brunswick West,VIC,3055,-37.761,144.9419122,-37.751073,144.9538601,-37.7767683,144.9267195,False
Bruthen,VIC,3885,-37.2938907,148.2804541,-36.8194932,148.5246194,-37.7936879,147.7632228,True
Buangor,VIC,3375,-37.390738,143.1749726,-37.2814371,143.300495,-37.4955632,142.952887,True
Buchan,VIC,3885,-37.2938907,148.2804541,-36.8194932,148.5246194,-37.7936879,147.7632228,True
Buchan South,VIC,3885,-37.2938907,148.2804541,-36.8194932,148.5246194,-37.7936879,147.7632228,True
Buckland,VIC,3740,-36.8264122,146.8760951,-36.6244419,146.9981643,-36.9984966,146.6716255,True
Buckley,VIC,3240,-38.2482932,144.1283863,-38.1718829,144.2488108,-38.342923,144.046101,True
Buckley Swamp,VIC,3301,-37.7255033,141.8945505,-37.5694379,142.290031,-38.1619965,141.635982,True
Budgee Budgee,VIC,3862,-37.4228208,147.1915504,-37.020832,147.4854909,-38.1090507,146.8751081,True
Budgeree,VIC,3870,-38.4631226,146.3600438,-38.3477099,146.510762,-38.5668373,146.2231919,True
Buffalo,VIC,3958,-38.6765966,146.013851,-38.61656,146.1331458,-38.736469,145.9084413,True
Buffalo River,VIC,3737,-36.8466834,146.6962857,-36.4280907,147.1172403,-37.2157665,146.5664528,True
Bulart,VIC,3314,-37.4235761,142.0639245,-37.1434679,142.5163509,-37.662769,141.8082758,True
Buldah,VIC,3890,-37.5621735,149.1960526,-37.142752,149.4421933,-37.8038258,149.0286325,True
Bulga,VIC,3586,-35.2818109,143.5094722,-35.2024095,143.8192456,-35.4654359,143.2887058,True
Bulgana,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091,True
Bulla,VIC,3428,-37.6342319,144.7961441,-37.5826259,144.836363,-37.6768122,144.759968,False
Bullaharre,VIC,3266,-38.3948462,143.1534436,-38.2228042,143.3644946,-38.5874299,142.939044,True
Bullarook,VIC,3352,-37.7122033,143.8671868,-37.1152091,144.1788786,-38.0220729,143.455862,True
Bullarto,VIC,3461,-37.286475,144.1938221,-37.127617,144.3551499,-37.5125899,144.0302959,True
Bulleen,VIC,3105,-37.7660476,145.0879338,-37.7513722,145.104225,-37.7826115,145.0671973,False
Bullengarook,VIC,3437,-37.5197014,144.5437205,-37.4101985,144.6723795,-37.5677945,144.4576715,True
Bullioh,VIC,3700,-36.2031354,147.168985,-36.1073549,147.425306,-36.268702,147.1146189,True
Buln Buln,VIC,3821,-38.0844084,146.002705,-38.031435,146.1405073,-38.3308121,145.850134,True
Bumberrah,VIC,3902,-37.8149759,147.8140428,-37.7787929,147.8437982,-37.8584849,147.7814644,True
Bunbartha,VIC,3634,-36.2266803,145.4250118,-36.1599429,145.6316513,-36.3012171,145.2602587,True
Bundalong,VIC,3730,-36.0520717,145.8913207,-35.9524772,146.2168699,-36.134105,145.759846,True
Bundalong South,VIC,3730,-36.0520717,145.8913207,-35.9524772,146.2168699,-36.134105,145.759846,True
Bundara,VIC,3898,-37.022052,147.5079912,-36.8072192,147.8624128,-37.2498271,147.2345969,True
Bunding,VIC,3342,-37.6114047,144.215646,-37.4360522,144.370466,-37.8439679,144.1301249,True
Bundoora,VIC,3083,-37.6987006,145.0548502,-37.676475,145.1036555,-37.7219689,145.0219929,False
Bundoora,VIC,3086,-37.72165,145.0465813,-37.7135294,145.0593592,-37.7291761,145.0346638,False
Bungador,VIC,3260,-38.1491105,143.1319209,-38.0228434,143.4807871,-38.4645917,142.992192,True
Bungal,VIC,3334,-37.7625944,144.0630048,-37.6583519,144.1904169,-37.8276265,143.9128481,True
Bungeet,VIC,3726,-36.3378842,146.002705,-36.2550516,146.1314308,-36.3991098,145.8310642,True
Bungeet West,VIC,3726,-36.3378842,146.002705,-36.2550516,146.1314308,-36.3991098,145.8310642,True
Bunguluke,VIC,3527,-36.0005012,143.2611514,-35.7729149,143.5262194,-36.2330309,142.97339,True
Buninyong,VIC,3357,-37.6521937,143.8943543,-37.6204652,143.951029,-37.676008,143.851934,True
Bunyip,VIC,3815,-38.0771825,145.7245012,-37.9798609,145.7650617,-38.1850899,145.6466049,True
Bunyip North,VIC,3815,-38.0771825,145.7245012,-37.9798609,145.7650617,-38.1850899,145.6466049,True
Burkes Flat,VIC,3475,-36.6942531,143.5202874,-36.5545409,143.640304,-36.9180719,143.370013,True
Burnbank,VIC,3371,-37.2153546,143.6718623,-37.108574,143.8118863,-37.316476,143.536086,True
Burnewang,VIC,3558,-36.4802144,144.5875645,-36.4065925,144.7368635,-36.5986015,144.4300634,True
Burnley,VIC,3121,-37.8203499,144.9997396,-37.8096049,145.0283558,-37.8345224,144.9879286,False
Burnside,VIC,3023,-37.7687064,144.7521888,-37.7033042,144.8059178,-37.7960464,144.716344,False
Burnside Heights,VIC,3023,-37.7687064,144.7521888,-37.7033042,144.8059178,-37.7960464,144.716344,False
Burramboot,VIC,3559,-36.5430106,144.8291259,-36.398758,144.9321509,-36.7296051,144.4693749,True
Burramine,VIC,3730,-36.0520717,145.8913207,-35.9524772,146.2168699,-36.134105,145.759846,True
Burramine South,VIC,3730,-36.0520717,145.8913207,-35.9524772,146.2168699,-36.134105,145.759846,True
Burrowye,VIC,3709,-36.0696807,147.6892483,-35.9285722,147.8947004,-36.1642923,147.4427356,True
Burwood,VIC,3125,-37.8483275,145.1099967,-37.8359782,145.133485,-37.8610869,145.0937435,False
Burwood East,VIC,3151,-37.8552869,145.1513801,-37.8454441,145.169265,-37.8620051,145.1314048,False
Bushfield,VIC,3281,-38.2466034,142.5532048,-38.1911068,142.6186308,-38.3430452,142.4085678,True
Bushy Park,VIC,3860,-37.6951451,146.9661233,-37.4325262,147.1957947,-38.0393099,146.7263199,True
Butchers Ridge,VIC,3885,-37.2938907,148.2804541,-36.8194932,148.5246194,-37.7936879,147.7632228,True
Buxton,VIC,3711,-37.430404,145.702282,-37.3806699,145.7585069,-37.4895212,145.6691789,True
Byaduk,VIC,3301,-37.7255033,141.8945505,-37.5694379,142.290031,-38.1619965,141.635982,True
Byaduk North,VIC,3300,-37.783845,142.0003599,-37.647161,142.0987428,-37.9199859,141.9126398,True
Bylands,VIC,3762,-37.3564385,144.9721978,-37.3241958,145.0102405,-37.3769911,144.860631,True
Byrneside,VIC,3617,-36.4005389,145.1706992,-36.3783659,145.2047121,-36.4401568,145.1135359,True
Cabarita,VIC,3505,-34.189156,141.8100218,-34.0908859,142.100694,-34.276775,141.696346,True
Cabbage Tree Creek,VIC,3889,-37.609984,148.8289611,-37.2980157,149.1688144,-37.7899636,148.5995638,True
Cadello,VIC,3442,-37.3324774,144.5437205,-37.2363959,144.6947996,-37.4598981,144.4247633,True
Cairnlea,VIC,3023,-37.7687064,144.7521888,-37.7033042,144.8059178,-37.7960464,144.716344,False
Calder Park,VIC,3037,-37.6940036,144.7521888,-37.6629586,144.7932906,-37.7279638,144.7247372,False
Caldermeade,VIC,3984,-38.3114378,145.5579927,-38.1914999,145.6942849,-38.447435,145.4164057,True
California Gully,VIC,3556,-36.6478425,144.1938221,-36.568183,144.302936,-36.73863,144.047431,True
Calivil,VIC,3573,-36.1663341,144.3904526,-36.0376619,144.4816229,-36.3191668,144.008046,True
Callawadda,VIC,3387,-36.8204775,142.8312661,-36.6309229,143.031794,-36.9978258,142.7119218,True
Callignee,VIC,3844,-38.2728501,146.5840737,-38.1039939,146.8348069,-38.4423749,146.4230938,True
Callignee North,VIC,3844,-38.2728501,146.5840737,-38.1039939,146.8348069,-38.4423749,146.4230938,True
Callignee South,VIC,3844,-38.2728501,146.5840737,-38.1039939,146.8348069,-38.4423749,146.4230938,True
Calrossie,VIC,3971,-38.5613687,146.6065057,-38.3929499,146.8685003,-38.7913265,146.3915339,True
Calulu,VIC,3875,-37.6874281,147.5532762,-37.2049709,147.8452944,-38.073053,147.3006548,True
Cambarville,VIC,3779,-37.6356131,146.0696009,-37.4355063,146.1426677,-37.726007,145.6766279,True
Camberwell,VIC,3124,-37.8334095,145.0658766,-37.8204477,145.0981543,-37.8508269,145.0531366,False
Cambrian Hill,VIC,3352,-37.7122033,143.8671868,-37.1152091,144.1788786,-38.0220729,143.455862,True
Campbellfield,VIC,3061,-37.665113,144.955677,-37.6414,144.9777664,-37.6910048,144.9347769,False
Campbells Bridge,VIC,3387,-36.8204775,142.8312661,-36.6309229,143.031794,-36.9978258,142.7119218,True
Campbells Forest,VIC,3556,-36.6478425,144.1938221,-36.568183,144.302936,-36.73863,144.047431,True
Camperdown,VIC,3260,-38.1491105,143.1319209,-38.0228434,143.4807871,-38.4645917,142.992192,True
Canadian,VIC,3350,-37.5691087,143.8563224,-37.5208708,143.9322439,-37.642819,143.7381991,True
Canary Island,VIC,3537,-36.0772722,143.6935405,-35.9323909,143.9183929,-36.196415,143.4756882,True
Caniambo,VIC,3630,-36.4615673,145.5579927,-36.3207199,145.6677833,-36.520717,145.3519059,True
Cann River,VIC,3890,-37.5621735,149.1960526,-37.142752,149.4421933,-37.8038258,149.0286325,True
Cannie,VIC,3540,-35.8651458,143.5202874,-35.7141099,143.664516,-35.9752804,143.3886904,True
Cannons Creek,VIC,3977,-38.1347885,145.2811778,-38.0658144,145.3509789,-38.2206366,145.1871599,False
Cannum,VIC,3393,-36.2167744,142.4039296,-35.9812429,142.7336139,-36.432302,142.1283736,True
Canterbury,VIC,3126,-37.8245223,145.0741474,-37.8140709,145.0876355,-37.8344302,145.0586869,False
Cape Bridgewater,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893,True
Cape Otway,VIC,3233,-38.7494709,143.6285244,-38.677739,143.7399771,-38.8576939,143.4933339,True
Cape Schanck,VIC,3939,-38.4218526,144.8951287,-38.3494372,144.9552767,-38.4999344,144.8298611,False
Cape Woolamai,VIC,3925,-38.5282425,145.3862638,-38.4934126,145.4534336,-38.5675336,145.3041642,True
Capel Sound,VIC,3940,-38.3745297,144.8786231,-38.3593073,144.8891134,-38.386481,144.8578741,False
Carag Carag,VIC,3623,-36.4617737,144.9832134,-36.4263569,145.0501221,-36.4989833,144.8498855,True
Caralulup,VIC,3371,-37.2153546,143.6718623,-37.108574,143.8118863,-37.316476,143.536086,True
Caramut,VIC,3274,-37.9386771,142.5105224,-37.8540505,142.625284,-38.0529024,142.3815812,True
Cardinia,VIC,3978,-38.140252,145.3807298,-38.074508,145.4522431,-38.1839969,145.3076689,False
Cardross,VIC,3496,-34.3907124,141.4309582,-33.9812828,142.3977978,-34.550287,140.9619025,True
Cargerie,VIC,3334,-37.7625944,144.0630048,-37.6583519,144.1904169,-37.8276265,143.9128481,True
Carina,VIC,3512,-35.1673606,141.095836,-34.8660119,141.299844,-35.4158676,140.9654194,True
Carisbrook,VIC,3464,-37.0150311,143.8454596,-36.9597585,143.9382298,-37.0977909,143.775538,True
Carlisle River,VIC,3239,-38.5619202,143.4122052,-38.4710118,143.6518059,-38.6948039,143.20324,True
Carlsruhe,VIC,3442,-37.3324774,144.5437205,-37.2363959,144.6947996,-37.4598981,144.4247633,True
Carlton,VIC,3053,-37.798389,144.9694441,-37.7922601,144.9757156,-37.8079229,144.958471,False
Carlton North,VIC,3054,-37.7843702,144.9694441,-37.7780426,144.978136,-37.793226,144.9588851,False
Carlton South,VIC,3053,-37.798389,144.9694441,-37.7922601,144.9757156,-37.8079229,144.958471,False
Carlyle,VIC,3685,-36.0564816,146.4495924,-35.957559,146.6682867,-36.1363126,146.1749674,True
Carnegie,VIC,3163,-37.8950779,145.0548502,-37.88102,145.0781826,-37.9081449,145.036139,False
Caroline Springs,VIC,3023,-37.7687064,144.7521888,-37.7033042,144.8059178,-37.7960464,144.716344,False
Carrajung,VIC,3844,-38.2728501,146.5840737,-38.1039939,146.8348069,-38.4423749,146.4230938,True
Carrajung Lower,VIC,3844,-38.2728501,146.5840737,-38.1039939,146.8348069,-38.4423749,146.4230938,True
Carranballac,VIC,3361,-37.7488709,143.3474304,-37.6116738,143.4575726,-37.8412184,143.081697,True
Carron,VIC,3480,-36.3286415,142.9170407,-36.1058845,143.2072699,-36.5628149,142.631545,True
Carrum,VIC,3197,-38.0742262,145.1431018,-38.0515798,145.1562542,-38.0850949,145.1198368,False
Carrum Downs,VIC,3201,-38.0975353,145.1706992,-38.0673953,145.2030867,-38.1267728,145.1488728,False
Carwarp,VIC,3494,-34.540636,142.1487691,-34.3623246,142.4242879,-34.6894453,141.9930328,True
Cashmore,VIC,3305,-38.290126,141.4706543,-38.0374368,141.6970433,-38.4329732,141.2243893,True
Cassilis,VIC,3898,-37.022052,147.5079912,-36.8072192,147.8624128,-37.2498271,147.2345969,True
Castella,VIC,3777,-37.5848772,145.5136433,-37.4372179,145.6358201,-37.7402199,145.3896039,False
Casterton,VIC,3311,-37.5824909,141.2841298,-37.4668829,141.5178249,-37.675684,141.1511158,True
Castlemaine,VIC,3450,-37.0636472,144.2265602,-37.0332559,144.256411,-37.0852574,144.1877121,True
Catani,VIC,3981,-38.1825837,145.5912693,-38.1339949,145.7447137,-38.271783,145.3895529,True
Cathcart,VIC,3377,-37.2971613,142.9170407,-37.0377838,143.2735604,-37.5792384,142.6309091,True
Cathkin,VIC,3714,-37.1872994,145.6245586,-37.0443318,145.8923062,-37.4183909,145.5520401,True
Catumnal,VIC,3537,-36.0772722,143.6935405,-35.9323909,143.9183929,-36.196415,143.4756882,True
Caulfield,VIC,3162,-37.8932076,145.0217795,-37.8791569,145.03817,-37.9032869,145.012214,False
Caulfield East,VIC,3145,-37.8763981,145.0548502,-37.8634725,145.0922014,-37.8929763,145.0345909,False
Caulfield Junction,VIC,3161,-37.8712631,145.0190242,-37.8602251,145.040152,-37.8813929,145.0071738,False
Caulfield North,VIC,3161,-37.8712631,145.0190242,-37.8602251,145.040152,-37.8813929,145.0071738,False
Caulfield South,VIC,3162,-37.8932076,145.0217795,-37.8791569,145.03817,-37.9032869,145.012214,False
Caveat,VIC,3660,-37.0435482,145.2480193,-36.885474,145.543928,-37.2119387,144.9590299,True
Cavendish,VIC,3314,-37.4235761,142.0639245,-37.1434679,142.5163509,-37.662769,141.8082758,True
Central Park,VIC,3145,-37.8763981,145.0548502,-37.8634725,145.0922014,-37.8929763,145.0345909,False
Ceres,VIC,3221,-38.1636337,144.1501922,-38.110333,144.2936757,-38.2001739,144.08518,True
Chadstone,VIC,3148,-37.8819831,145.0989646,-37.8729889,145.110735,-37.8927351,145.0893827,False
Chadstone Centre,VIC,3148,-37.8819831,145.0989646,-37.8729889,145.110735,-37.8927351,145.0893827,False
Chandlers Creek,VIC,3890,-37.5621735,149.1960526,-37.142752,149.4421933,-37.8038258,149.0286325,True
Chapple Vale,VIC,3239,-38.5619202,143.4122052,-38.4710118,143.6518059,-38.6948039,143.20324,True
Charam,VIC,3318,-37.0613621,141.3050851,-36.8018561,141.599394,-37.249133,140.9716005,True
Charlemont,VIC,3217,-38.2617284,144.3248554,-38.1854728,144.4188808,-38.3108053,144.2001884,True
Charleroi,VIC,3695,-36.3055342,147.1238691,-36.1848167,147.197373,-36.4521525,147.0242414,True
Charlton,VIC,3525,-36.2125211,143.4338092,-36.060582,143.7123339,-36.4469751,143.092854,True
Chatsworth,VIC,3379,-37.5195066,142.6172766,-37.2928974,142.8493301,-37.9079969,142.3534801,True
Chelsea,VIC,3196,-38.048116,145.1210303,-38.0253839,145.1445673,-38.0732517,145.1043467,False
Chelsea Heights,VIC,3196,-38.048116,145.1210303,-38.0253839,145.1445673,-38.0732517,145.1043467,False
Cheltenham,VIC,3192,-37.964155,145.0658766,-37.947632,145.0931779,-37.9762783,145.0272577,False
Cheltenham East,VIC,3192,-37.964155,145.0658766,-37.947632,145.0931779,-37.9762783,145.0272577,False
Chepstowe,VIC,3351,-37.6978029,143.0029169,-37.5156466,143.8177774,-37.9332909,142.7178929,True
Cherokee,VIC,3434,-37.3550485,144.7192376,-37.2840653,144.863818,-37.4201716,144.6260266,True
Chesney Vale,VIC,3725,-36.4002774,145.958135,-36.2989698,146.1123359,-36.4714729,145.7246361,True
Chewton,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769,True
Chewton Bushlands,VIC,3451,-37.0991896,144.1938221,-36.985837,144.329647,-37.2468049,144.1039769,True
Childers,VIC,3824,-38.2177192,146.1812023,-38.0943289,146.2825369,-38.349749,146.0721632,True
Chillingollah,VIC,3585,-35.4094202,143.5202874,-35.1847059,143.8116352,-35.5924969,143.0032829,True
Chiltern,VIC,3683,-36.1761422,146.5840737,-36.071769,146.7103619,-36.2789159,146.5125329,True
Chiltern Valley,VIC,3683,-36.1761422,146.5840737,-36.071769,146.7103619,-36.2789159,146.5125329,True
Chinangin,VIC,3544,-35.4401221,143.1749726,-35.301023,143.4062211,-35.6547672,143.0064806,True
Chinkapook,VIC,3546,-35.0979662,142.9599661,-34.9215891,143.1387184,-35.2493783,142.6934081,True
Chintin,VIC,3756,-37.4071549,144.9832134,-37.3581238,145.1011371,-37.4753364,144.80262,True
Chirnside Park,VIC,3116,-37.7373267,145.3088196,-37.7121866,145.3427351,-37.7716586,145.2869409,False
Chocolyn,VIC,3260,-38.1491105,143.1319209,-38.0228434,143.4807871,-38.4645917,142.992192,True
Christmas Hills,VIC,3775,-37.6158673,145.3807298,-37.5262146,145.472412,-37.7166978,145.2563542,False
Chum Creek,VIC,3777,-37.5848772,145.5136433,-37.4372179,145.6358201,-37.7402199,145.3896039,False
Churchill,VIC,3842,-38.3219988,146.4160017,-38.2890809,146.4493659,-38.341695,146.3942489,True
Churchill Island,VIC,3925,-38.5282425,145.3862638,-38.4934126,145.4534336,-38.5675336,145.3041642,True
Chute,VIC,3373,-37.4528631,143.3474304,-37.2694842,143.5740911,-37.644275,143.1135755,True
Clarinda,VIC,3169,-37.9454838,145.1210303,-37.9262936,145.1418984,-37.9614776,145.0971669,False
Clarkefield,VIC,3430,-37.497542,144.8071366,-37.4364578,144.8986988,-37.5280439,144.7012193,True
Clayton,VIC,3168,-37.9211962,145.1320653,-37.8991518,145.1529232,-37.9313859,145.1075208,False
